"","Treatment","ID","H_C","CycleDays","ContinueNormalDay","ContinueHotday","LifeNormalDay","LifeHotday","NymphNormalDay","NymphHotDay","AdultNormalDay","AdultHotDay","RatioNormaltoHot","MeanT","DailyMin","DailyMax","TD320","TD330","Lower20C","Higher20C","X1st_instar","X2ed_instar","X3rd_instar","X4th_instar","NymphDur","Longevity","Fecundity","BirthDur","UID","Trt","Status"
"493",211,5,"H",2,1,1,6,7,4,4,2,3,0.67,24.4,20.6,28.2,49,24.5,184.8,129.5,1.5,2,2.5,2,8,5,12,4,"H.211.5","H.211",1
"494",211,6,"H",2,1,1,8,8,4.5,5,3.5,3,1.17,24.2,20.4,28,56,28,246.4,148,2.5,2.5,2.5,2,9.5,6.5,15,7,"H.211.6","H.211",1
"495",211,7,"H",2,1,1,6,7,4,4.5,2,2.5,0.8,24.4,20.6,28.2,49,24.5,184.8,129.5,2,2,2,2.5,8.5,4.5,4,3,"H.211.7","H.211",1
"496",211,10,"H",2,1,1,13,14,4,4,9,10,0.9,24.3,20.5,28.1,98,49,400.4,259,0.5,2.5,2.5,2.5,8,19,33,18,"H.211.10","H.211",1
"497",211,12,"H",2,1,1,8,9,3.5,4,4.5,5,0.9,24.3,20.5,28.1,63,31.5,246.4,166.5,1,2,2.5,2,7.5,9.5,21,10,"H.211.12","H.211",1
"498",211,14,"H",2,1,1,5,6,3,3.5,2,2.5,0.8,24.4,20.6,28.2,42,21,154,111,1.5,1,1.5,2.5,6.5,4.5,16,5,"H.211.14","H.211",1
"499",211,15,"H",2,1,1,8,9,3,3,5,6,0.83,24.3,20.5,28.1,63,31.5,246.4,166.5,1,1.5,1.5,2,6,11,30,12,"H.211.15","H.211",1
"500",211,17,"H",2,1,1,10,11,3,4,7,7,1,24.3,20.5,28.1,77,38.5,308,203.5,1.5,2,1.5,2,7,14,35,14,"H.211.17","H.211",1
"501",211,18,"H",2,1,1,9,9,4,4,5,5,1,24.2,20.4,28,63,31.5,277.2,166.5,1.5,2,1.5,3,8,10,19,9,"H.211.18","H.211",1
"502",211,19,"H",2,1,1,13,14,4,5,9,9,1,24.3,20.5,28.1,98,49,400.4,259,2,2,2.5,2.5,9,18,25,15,"H.211.19","H.211",1
"503",211,20,"H",2,1,1,12,12,3,3.5,9,8.5,1.06,24.2,20.4,28,84,42,369.6,222,1.5,1,2,2,6.5,17.5,41,16,"H.211.20","H.211",1
"504",211,22,"H",2,1,1,12,13,3,3.5,9,9.5,0.95,24.3,20.5,28.1,91,45.5,369.6,240.5,1.5,1,1.5,2.5,6.5,18.5,47,17,"H.211.22","H.211",1
"505",211,23,"H",2,1,1,12,13,4,4,8,9,0.89,24.3,20.5,28.1,91,45.5,369.6,240.5,2.5,2,1.5,2,8,17,41,16,"H.211.23","H.211",1
"506",211,25,"H",2,1,1,9,9,3,4,6,5,1.2,24.2,20.4,28,63,31.5,277.2,166.5,1.5,1.5,1.5,2.5,7,11,30,10,"H.211.25","H.211",1
"507",211,29,"H",2,1,1,12,13,3.5,4,8.5,9,0.94,24.3,20.5,28.1,91,45.5,369.6,240.5,1.5,1.5,2,2.5,7.5,17.5,36,16,"H.211.29","H.211",1
"508",211,31,"H",2,1,1,10,10,3,3,7,7,1,24.2,20.4,28,70,35,308,185,1,1.5,1.5,2,6,14,38,14,"H.211.31","H.211",1
"509",211,35,"H",2,1,1,7,8,4,4,3,4,0.75,24.4,20.6,28.2,56,28,215.6,148,1.5,2.5,2,2,8,7,9,4,"H.211.35","H.211",1
"510",211,36,"H",2,1,1,8,8,3.5,4,4.5,4,1.13,24.2,20.4,28,56,28,246.4,148,1.5,2,1.5,2.5,7.5,8.5,21,7,"H.211.36","H.211",1
"558",431,1,"H",4,3,1,12,4,5,2,7,2,3.5,23,19.3,26.6,28,14,369.6,74,1.5,1.5,1.5,2.5,7,9,27,9,"H.431.1","H.431",1
"559",431,2,"H",4,3,1,19,7,6,2,13,5,2.6,23,19.4,26.7,98,24.5,585.2,129.5,1.5,1.5,2,3,8,18,43,17,"H.431.2","H.431",1
"560",431,3,"H",4,3,1,16,6,4,2,12,4,3,23.1,19.4,26.7,42,21,492.8,111,1,1.5,1.5,2,6,16,41,15,"H.431.3","H.431",1
"561",431,4,"H",4,3,1,18,6,6,2,12,4,3,23,19.3,26.6,42,21,554.4,111,2,1.5,2,2.5,8,16,40,15,"H.431.4","H.431",1
"562",431,5,"H",4,3,1,24,9,5,2,19,7,2.71,23.1,19.4,26.7,63,31.5,739.2,166.5,1.5,1.5,1.5,2.5,7,26,52,25,"H.431.5","H.431",1
"563",431,6,"H",4,3,1,12,5,5,2,7,3,2.33,23.2,19.5,26.8,35,17.5,369.6,92.5,1,1.5,2,2.5,7,10,22,9,"H.431.6","H.431",1
"564",431,7,"H",4,3,1,19,7,5,2,14,5,2.8,23,19.4,26.7,49,24.5,585.2,129.5,1.5,1.5,1.5,2.5,7,19,53,18,"H.431.7","H.431",1
"565",431,9,"H",4,3,1,21,7,5.5,2,15.5,5,3.1,23,19.3,26.6,49,24.5,646.8,129.5,1.5,2,1.5,2.5,7.5,20.5,47,21,"H.431.9","H.431",1
"566",431,12,"H",4,3,1,15,6,6.5,3,8.5,3,2.83,23.1,19.4,26.8,42,21,462,111,2.5,3,2,2,9.5,11.5,33,11,"H.431.12","H.431",1
"567",431,13,"H",4,3,1,21,7,6,2,15,5,3,23,19.3,26.6,49,24.5,646.8,129.5,1.5,2.5,2,2,8,20,53,19,"H.431.13","H.431",1
"568",431,14,"H",4,3,1,27,9,8,3,19,6,3.17,23,19.3,26.6,63,31.5,831.6,166.5,2,2,4,3,11,25,26,21,"H.431.14","H.431",1
"569",431,17,"H",4,3,1,18,7,6,2,12,5,2.4,23.1,19.3,26.6,49,24.5,646.8,129.5,2,2,2,2,8,17,26,15,"H.431.17","H.431",1
"570",431,18,"H",4,3,1,20,7,5.5,2,14.5,5,2.9,23,19.3,26.6,49,24.5,616,129.5,1.5,1.5,2,2.5,7.5,19.5,42,20,"H.431.18","H.431",1
"571",431,19,"H",4,3,1,27,10,4.5,2,22.5,8,2.81,23.1,19.4,26.7,70,35,831.6,185,1,2,1.5,2,6.5,30.5,65,26,"H.431.19","H.431",1
"572",431,20,"H",4,3,1,9,4,5.5,2,3.5,2,1.75,23.2,19.5,26.9,28,14,277.2,74,1.5,2,2,2,7.5,5.5,12,5,"H.431.20","H.431",1
"573",431,21,"H",4,3,1,13,5,5,2,8,3,2.67,23.1,19.4,26.7,35,17.5,400.4,92.5,1.5,1.5,2,2,7,11,29,11,"H.431.21","H.431",1
"574",431,22,"H",4,3,1,18,7,5,2,13,5,2.6,23.1,19.4,26.8,49,24.5,554.4,129.5,1.5,2,1.5,2,7,18,48,18,"H.431.22","H.431",1
"575",431,23,"H",4,3,1,18,6,4.5,2,13.5,4,3.38,23,19.3,26.6,42,21,554.4,111,1,1.5,1.5,2.5,6.5,17.5,54,19,"H.431.23","H.431",1
"576",431,24,"H",4,3,1,22,8,5,2,17,6,2.83,23,19.4,26.7,56,28,677.6,148,1,2,2,2,7,23,55,21,"H.431.24","H.431",1
"577",431,27,"H",4,3,1,20,7,4.5,2,15.5,5,3.1,23,19.3,26.6,49,24.5,616,129.5,1.5,1.5,1.5,2,6.5,20.5,54,20,"H.431.27","H.431",1
"578",431,28,"H",4,3,1,9,4,5.5,2,3.5,2,1.75,23.2,19.5,26.9,28,14,277.2,74,1.5,2,1.5,2.5,7.5,5.5,22,6,"H.431.28","H.431",1
"579",431,30,"H",4,3,1,25,9,4.5,2,20.5,7,2.93,23,19.4,26.7,63,31.5,770,166.5,1,2,1.5,2,6.5,27.5,55,26,"H.431.30","H.431",1
"580",431,31,"H",4,3,1,10,4,5.5,2,4.5,2,2.25,23.1,19.4,26.8,28,14,308,74,2,1.5,2,2,7.5,6.5,10,7,"H.431.31","H.431",1
"581",431,32,"H",4,3,1,10,4,5,2,5,2,2.5,23.1,19.4,26.8,28,14,308,74,1.5,1.5,1.5,2.5,7,7,18,6,"H.431.32","H.431",1
"582",431,33,"H",4,3,1,15,6,4,2,11,4,2.75,23.1,19.4,26.8,42,21,462,111,0.5,1.5,2,2,6,15,34,15,"H.431.33","H.431",1
"583",431,34,"H",4,3,1,27,10,4.5,2,22.5,8,2.81,23.1,19.4,26.7,70,35,831.6,185,1,1.5,1.5,2.5,6.5,30.5,42,22,"H.431.34","H.431",1
"584",431,35,"H",4,3,1,12,5,4.5,2,7.5,3,2.5,23.2,19.5,26.8,35,17.5,369.6,92.5,1,2,1.5,2,6.5,10.5,33,10,"H.431.35","H.431",1
"585",431,36,"H",4,3,1,18,6,5,2,13,4,3.25,23,19.3,26.6,42,21,554.4,111,1,2,2,2,7,17,36,17,"H.431.36","H.431",1
"586",321,1,"H",3,2,1,20,10,4,3,16,7,2.29,23.4,19.7,27.1,70,35,616,185,1,2,2,2,7,23,44,23,"H.321.1","H.321",1
"587",321,2,"H",3,2,1,12,7,4,3,8,4,2,23.5,19.8,27.3,49,24.5,369.6,129.5,1,2.5,2,1.5,7,12,36,11,"H.321.2","H.321",1
"588",321,5,"H",3,2,1,8,5,6,3,2,2,1,23.6,19.9,27.3,35,17.5,246.4,92.5,1.5,2,2.5,3,9,4,2,1,"H.321.5","H.321",1
"589",321,7,"H",3,2,1,11,6,4,3,7,3,2.33,23.5,19.7,27.2,42,21,338.8,111,1,1.5,2,2.5,7,10,38,9,"H.321.7","H.321",1
"590",321,8,"H",3,2,1,12,6,4,3,8,3,2.67,23.4,19.7,27.1,42,21,369.6,111,1.5,1.5,2,2,7,11,36,11,"H.321.8","H.321",1
"591",321,9,"H",3,2,1,14,7,5,3,9,4,2.25,23.4,19.7,27.1,49,24.5,431.2,129.5,2,1.5,2,2.5,8,13,29,12,"H.321.9","H.321",1
"592",321,11,"H",3,2,1,22,12,4.5,3,17.5,9,1.94,23.5,19.7,27.2,84,42,677.6,222,1.5,2,2,2,7.5,26.5,47,23,"H.321.11","H.321",1
"593",321,12,"H",3,2,1,20,11,4,3,16,8,2,23.5,19.8,27.2,77,38.5,616,203.5,1.5,1.5,2,2,7,24,45,22,"H.321.12","H.321",1
"594",321,13,"H",3,2,1,12,6,4,3,8,3,2.67,23.4,19.7,27.1,42,21,369.6,111,1,2,2,2,7,11,24,11,"H.321.13","H.321",1
"595",321,14,"H",3,2,1,14,7,4,2.5,10,4.5,2.22,23.4,19.7,27.1,49,24.5,431.2,129.5,1,2,1.5,2,6.5,14.5,44,14,"H.321.14","H.321",1
"596",321,15,"H",3,2,1,18,9,5,3,13,6,2.17,23.4,19.7,27.1,63,31.5,554.4,166.5,1,2,2.5,2.5,8,19,37,14,"H.321.15","H.321",1
"597",321,16,"H",3,2,1,22,12,4,3,18,9,2,23.5,19.7,27.2,84,42,677.6,222,1.5,1.5,2,2,7,27,42,20,"H.321.16","H.321",1
"598",321,17,"H",3,2,1,22,12,4,3,18,9,2,23.5,19.7,27.2,84,42,677.6,222,1,2,2,2,7,27,57,23,"H.321.17","H.321",1
"599",321,20,"H",3,2,1,15,8,5,3,10,5,2,23.4,19.7,27.1,56,28,462,148,1.5,2,2.5,2,8,15,36,15,"H.321.20","H.321",1
"600",321,21,"H",3,2,1,20,11,4,3,16,8,2,23.5,19.8,27.2,77,38.5,616,203.5,1.5,1.5,2,2,7,24,55,24,"H.321.21","H.321",1
"601",321,24,"H",3,2,1,10,6,4,2.5,6,3.5,1.71,23.6,19.8,27.3,42,21,308,111,1,1.5,2,2,6.5,9.5,33,10,"H.321.24","H.321",1
"602",321,25,"H",3,2,1,20,11,6,3,14,8,1.75,23.5,19.8,27.2,77,38.5,616,203.5,1.5,2.5,2.5,2.5,9,22,36,21,"H.321.25","H.321",1
"603",321,26,"H",3,2,1,16,9,5,3,11,6,1.83,23.5,19.8,27.2,63,31.5,492.8,166.5,1,3,2,2,8,17,35,15,"H.321.26","H.321",1
"604",321,27,"H",3,2,1,10,6,8,4,2,2,1,23.6,19.8,27.3,42,21,308,111,1,3,3,5,12,4,2,2,"H.321.27","H.321",1
"605",321,30,"H",3,2,1,13,7,4.5,3,8.5,4,2.13,23.5,19.7,27.1,49,24.5,400.4,129.5,1,2,2,2.5,7.5,12.5,24,10,"H.321.30","H.321",1
"606",321,31,"H",3,2,1,11,6,6,3,5,3,1.67,23.5,19.7,27.2,42,21,338.8,111,1.5,1.5,3,3,9,8,15,8,"H.321.31","H.321",1
"607",321,32,"H",3,2,1,18,10,5,3,13,7,1.86,23.5,19.8,27.2,70,35,554.4,185,1.5,1.5,2.5,2.5,8,20,36,19,"H.321.32","H.321",1
"608",321,33,"H",3,2,1,7,4,4.5,3,2.5,1,2.5,23.5,19.8,27.2,28,14,215.6,74,1.5,1.5,2.5,2,7.5,3.5,5,2,"H.321.33","H.321",1
"609",321,34,"H",3,2,1,14,7,4,3,10,4,2.5,23.4,19.7,27.1,49,24.5,431.2,129.5,1,2,2,1.5,7,14,26,12,"H.321.34","H.321",1
"610",321,35,"H",3,2,1,20,11,5,3,15,8,1.88,23.5,19.8,27.2,77,38.5,616,203.5,1.5,1.5,2.5,2.5,8,23,57,22,"H.321.35","H.321",1
"611",321,36,"H",3,2,1,18,9,4,3,14,6,2.33,23.4,19.7,27.1,63,31.5,554.4,166.5,1.5,1.5,2,2,7,20,27,17,"H.321.36","H.321",1
"612",633,2,"H",6,3,3,9,9,3,3,6,6,1,24.2,20.4,28,63,31.5,277.2,166.5,1,2,1,2,6,12,38,12,"H.633.2","H.633",1
"613",633,3,"H",6,3,3,13,15,3,4,10,11,0.91,24.4,20.6,28.2,105,52.5,400.4,277.5,1,2.5,2,1.5,7,21,43,20,"H.633.3","H.633",1
"614",633,5,"H",6,3,3,9,11,3,4,6,7,0.86,24.5,20.6,28.3,77,38.5,277.2,203.5,1,1.5,2,2.5,7,13,36,12,"H.633.5","H.633",1
"615",633,6,"H",6,3,3,12,13,3,3,9,10,0.9,24.3,20.5,28.1,91,45.5,369.6,240.5,1,1.5,2,1.5,6,19,47,20,"H.633.6","H.633",1
"616",633,8,"H",6,3,3,6,9,3,4,3,5,0.6,24.7,20.9,28.5,63,31.5,184.8,166.5,1,2,2.5,1.5,7,8,21,7,"H.633.8","H.633",1
"617",633,9,"H",6,3,3,15,15,3,4,12,11,1.09,24.2,20.4,28,105,52.5,462,277.5,1,1.5,2.5,2,7,23,46,21,"H.633.9","H.633",1
"618",633,10,"H",6,3,3,12,12,3,6,9,6,1.5,24.2,20.4,28,84,42,369.6,222,2,3,2,2,9,15,29,14,"H.633.10","H.633",1
"619",633,11,"H",6,3,3,11,12,3,4,8,8,1,24.3,20.5,28.1,84,42,338.8,222,1.5,2,1.5,2,7,16,38,15,"H.633.11","H.633",1
"620",633,12,"H",6,3,3,10,12,3,5,7,7,1,24.4,20.6,28.2,84,42,308,222,2,2,2,2,8,14,22,11,"H.633.12","H.633",1
"621",633,13,"H",6,3,3,6,8,3,5,3,3,1,24.6,20.7,28.4,56,28,184.8,148,1.5,2,2.5,2,8,6,8,4,"H.633.13","H.633",1
"622",633,14,"H",6,3,3,7,9,4,6,3,3,1,24.5,20.7,28.3,63,31.5,215.6,166.5,1.5,4.5,2,2,10,6,8,4,"H.633.14","H.633",1
"623",633,16,"H",6,3,3,9,9,4.5,6,4.5,3,1.5,24.2,20.4,28,63,31.5,277.2,166.5,1,3.5,3,3,10.5,7.5,9,6,"H.633.16","H.633",1
"624",633,20,"H",6,3,3,12,12,3,5.5,9,6.5,1.38,24.2,20.4,28,84,42,369.6,222,1.5,2,2.5,2.5,8.5,15.5,18,14,"H.633.20","H.633",1
"625",633,23,"H",6,3,3,11,12,3,4,8,8,1,24.3,20.5,28.1,84,42,338.8,222,1,1.5,2,2.5,7,16,41,15,"H.633.23","H.633",1
"626",633,24,"H",6,3,3,15,17,3,4,12,13,0.92,24.4,20.6,28.2,119,59.5,462,314.5,0.5,2,2,2.5,7,25,50,25,"H.633.24","H.633",1
"627",633,25,"H",6,3,3,9,9,3,4,6,5,1.2,24.2,20.4,28,63,31.5,277.2,166.5,1,1.5,2,2.5,7,11,28,10,"H.633.25","H.633",1
"628",633,26,"H",6,3,3,14,15,3,5.5,11,9.5,1.16,24.3,20.5,28.1,105,52.5,431.2,277.5,2,2,2,2.5,8.5,20.5,6,4,"H.633.26","H.633",1
"629",633,28,"H",6,3,3,12,13,3,4.5,9,8.5,1.06,24.3,20.5,28.1,91,45.5,369.6,240.5,1.5,1.5,2,2.5,7.5,17.5,41,16,"H.633.28","H.633",1
"630",633,29,"H",6,3,3,5,6,3,5,2,1,2,24.4,20.6,28.2,42,21,154,111,1,2,2,3,8,3,2,1,"H.633.29","H.633",1
"631",633,30,"H",6,3,3,6,7,3,6,3,1,3,24.4,20.6,28.2,49,24.5,184.8,129.5,1.5,2.5,2.5,2.5,9,4,4,2,"H.633.30","H.633",1
"632",633,32,"H",6,3,3,11,12,3,5.5,8,6.5,1.23,24.3,20.5,28.1,84,42,338.8,222,1,2.5,2.5,2.5,8.5,14.5,30,13,"H.633.32","H.633",1
"633",633,33,"H",6,3,3,9,11,3,4,6,7,0.86,24.5,20.6,28.3,77,38.5,277.2,203.5,1,2,2,2,7,13,28,11,"H.633.33","H.633",1
"634",633,35,"H",6,3,3,12,13,3.5,6,8.5,7,1.21,24.3,20.5,28.1,91,45.5,369.6,240.5,2,2.5,2.5,2.5,9.5,15.5,27,13,"H.633.35","H.633",1
"635",633,36,"H",6,3,3,9,12,6,6,3,6,0.5,24.6,20.7,28.4,84,42,277.2,222,2,4,2,4,12,9,3,7,"H.633.36","H.633",1
"636",422,1,"H",4,2,2,6,8,3.5,4,2.5,4,0.63,24.6,20.7,28.4,56,28,184.8,148,1.5,2.5,1.5,2,7.5,6.5,20,5,"H.422.1","H.422",1
"637",422,2,"H",4,2,2,10,11,3,4,7,7,1,24.3,20.5,28.1,77,38.5,308,203.5,1,2,2,2,7,14,35,13,"H.422.2","H.422",1
"638",422,5,"H",4,2,2,12,17,2,4,10,13,0.77,24.3,20.5,28.1,105,52.5,431.2,277.5,1,1.5,1.5,2,6,23,59,23,"H.422.5","H.422",1
"639",422,9,"H",4,2,2,7,8,3,4,4,4,1,24.4,20.6,28.2,56,28,215.6,148,1.5,2,1.5,2,7,8,25,8,"H.422.9","H.422",1
"640",422,13,"H",4,2,2,8,8,2.5,4,5.5,4,1.38,24.2,20.4,28,56,28,246.4,148,1,2.5,1,2,6.5,9.5,35,10,"H.422.13","H.422",1
"641",422,14,"H",4,2,2,14,16,3,4,11,12,0.92,24.4,20.6,28.2,112,56,431.2,296,1,2.5,1.5,2,7,23,45,21,"H.422.14","H.422",1
"642",422,16,"H",4,2,2,10,10,3.5,4,6.5,6,1.08,24.2,20.4,28,70,35,308,185,1.5,2,1.5,2,7.5,12.5,29,12,"H.422.16","H.422",1
"643",422,17,"H",4,2,2,8,8,4,5.5,4,2.5,1.6,24.2,20.4,28,56,28,246.4,148,1.5,2,2,4,9.5,6.5,10,7,"H.422.17","H.422",1
"644",422,18,"H",4,2,2,9,10,2,4,7,6,1.17,24.3,20.5,28.1,70,35,277.2,185,0.5,1.5,2,2,6,13,34,13,"H.422.18","H.422",1
"645",422,21,"H",4,2,2,11,12,4,4,7,8,0.88,24.3,20.5,28.1,84,42,338.8,222,1,3,2,2,8,15,33,14,"H.422.21","H.422",1
"646",422,22,"H",4,2,2,12,14,2.5,4,9.5,10,0.95,24.4,20.6,28.2,98,49,369.6,259,1,1.5,1.5,2.5,6.5,19.5,45,20,"H.422.22","H.422",1
"647",422,28,"H",4,2,2,13,14,3,4,10,10,1,24.3,20.5,28.1,98,49,400.4,259,1,2,2,2,7,20,45,17,"H.422.28","H.422",1
"648",422,31,"H",4,2,2,10,10,2.5,4,7.5,6,1.25,24.2,20.4,28,70,35,308,185,1,2,1.5,2,6.5,13.5,39,13,"H.422.31","H.422",1
"649",422,32,"H",4,2,2,13,14,3,4,10,10,1,24.3,20.5,28.1,98,49,400.4,259,1.5,1.5,2,2,7,20,48,19,"H.422.32","H.422",1
"650",422,33,"H",4,2,2,16,17,2,4,14,13,1.08,24.3,20.4,28,112,56,492.8,296,1,1.5,1.5,2,6,27,60,26,"H.422.33","H.422",1
"651",422,34,"H",4,2,2,16,16,2,4,14,12,1.17,24.2,20.5,28.1,119,59.5,492.8,314.5,1,1.5,1.5,2,6,26,56,25,"H.422.34","H.422",1
"652",422,36,"H",4,2,2,16,16,2.5,4,13.5,12,1.13,24.2,20.4,28,112,56,492.8,296,0.5,2,1.5,2.5,6.5,25.5,34,18,"H.422.36","H.422",1
"697",523,1,"H",5,2,3,8,12,2,5.5,6,6.5,0.92,24.7,20.9,28.5,84,42,246.4,222,1.5,2,2,2,7.5,12.5,33,12,"H.523.1","H.523",1
"698",523,2,"H",5,2,3,6,11,2,5,4,6,0.67,24.9,21.1,28.8,77,38.5,184.8,203.5,1,1.5,2.5,2,7,10,27,10,"H.523.2","H.523",1
"699",523,3,"H",5,2,3,10,18,2,5,8,13,0.62,24.9,21.1,28.8,126,63,308,333,1.5,2,2,1.5,7,21,42,19,"H.523.3","H.523",1
"700",523,4,"H",5,2,3,10,18,2,5,8,13,0.62,24.9,21.1,28.8,126,63,308,333,1,2,2,2,7,21,35,15,"H.523.4","H.523",1
"701",523,5,"H",5,2,3,10,15,2,5.5,8,9.5,0.84,24.7,20.9,28.5,105,52.5,308,277.5,1,2,2,2.5,7.5,17.5,34,16,"H.523.5","H.523",1
"702",523,6,"H",5,2,3,6,10,4,6,2,4,0.5,24.8,21,28.7,70,35,184.8,185,1,4,2,3,10,6,3,2,"H.523.6","H.523",1
"703",523,7,"H",5,2,3,6,12,2,5,4,7,0.57,25,21.2,28.9,84,42,184.8,222,1.5,2,1.5,2,7,11,33,10,"H.523.7","H.523",1
"704",523,8,"H",5,2,3,10,16,2,4.5,8,11.5,0.7,24.8,20.9,28.6,112,56,308,296,1,2,1.5,2,6.5,19.5,51,19,"H.523.8","H.523",1
"705",523,11,"H",5,2,3,8,14,2.5,6,5.5,8,0.69,24.9,21,28.7,98,49,246.4,259,1.5,2.5,2,2.5,8.5,13.5,27,11,"H.523.11","H.523",1
"706",523,12,"H",5,2,3,10,17,2,5.5,8,11.5,0.7,24.8,21,28.7,119,59.5,308,314.5,1.5,2,2,2,7.5,19.5,26,17,"H.523.12","H.523",1
"707",523,15,"H",5,2,3,10,18,2,5,8,13,0.62,24.9,21.1,28.8,126,63,308,333,1,1.5,2,2.5,7,21,35,17,"H.523.15","H.523",1
"708",523,16,"H",5,2,3,8,15,2,5,6,10,0.6,25,21.1,28.8,105,52.5,246.4,277.5,1.5,1.5,2,2,7,16,37,15,"H.523.16","H.523",1
"709",523,17,"H",5,2,3,6,11,2.5,6,3.5,5,0.7,24.9,21.1,28.8,77,38.5,184.8,203.5,2,2,2,2.5,8.5,8.5,15,7,"H.523.17","H.523",1
"710",523,18,"H",5,2,3,8,13,2,5.5,6,7.5,0.8,24.8,20.9,28.6,91,45.5,246.4,240.5,1,2.5,2,2,7.5,13.5,32,12,"H.523.18","H.523",1
"711",523,19,"H",5,2,3,6,12,2,4,4,8,0.5,25,21.2,28.9,84,42,184.8,222,1,1.5,2,1.5,6,12,41,11,"H.523.19","H.523",1
"712",523,21,"H",5,2,3,7,12,2,5,5,7,0.71,24.9,21,28.7,84,42,215.6,222,1,2,2,2,7,12,22,9,"H.523.21","H.523",1
"713",523,22,"H",5,2,3,12,18,2,4,10,14,0.71,24.7,20.9,28.5,126,63,369.6,333,0.5,1.5,1.5,2.5,6,24,49,20,"H.523.22","H.523",1
"714",523,23,"H",5,2,3,10,16,2,4,8,12,0.67,24.8,20.9,28.6,112,56,308,296,1,1.5,2,1.5,6,20,34,19,"H.523.23","H.523",1
"715",523,24,"H",5,2,3,9,15,3,6,6,9,0.67,24.8,21,28.7,105,52.5,277.2,277.5,2,2,2,3,9,15,26,13,"H.523.24","H.523",1
"716",523,25,"H",5,2,3,10,17,2,6,8,11,0.73,24.8,21,28.7,119,59.5,308,314.5,1,2,2,3,8,19,30,16,"H.523.25","H.523",1
"717",523,29,"H",5,2,3,6,11,3.5,6,2.5,5,0.5,24.9,21.1,28.8,77,38.5,184.8,203.5,2,3,2,2.5,9.5,7.5,7,5,"H.523.29","H.523",1
"718",523,33,"H",5,2,3,6,11,2,5.5,4,5.5,0.73,24.9,21.1,28.8,70,38.5,184.8,203.5,1,2,2,2.5,7.5,9.5,15,9,"H.523.33","H.523",1
"719",523,35,"H",5,2,3,12,18,2,6,10,12,0.83,24.7,20.9,28.5,126,63,369.6,333,1.5,2,2,2.5,8,22,32,16,"H.523.35","H.523",1
"720",532,1,"H",5,3,2,7,6,3,3,4,3,1.33,24,20.2,27.8,42,21,215.6,111,1,2,1.5,1.5,6,7,17,7,"H.532.1","H.532",1
"721",532,3,"H",5,3,2,15,12,3,3,12,9,1.33,23.9,20.2,27.7,84,42,462,222,1,1.5,2,1.5,6,21,53,19,"H.532.3","H.532",1
"722",532,5,"H",5,3,2,15,11,6,5,9,6,1.5,23.8,20.1,27.6,77,38.5,462,203.5,1,3,4,3,11,15,21,14,"H.532.5","H.532",1
"723",532,6,"H",5,3,2,15,11,3,4,12,7,1.71,23.8,20.1,27.6,77,38.5,462,203.5,1,2,2,2,7,19,37,16,"H.532.6","H.532",1
"724",532,7,"H",5,3,2,11,8,3,4,8,4,2,23.8,20.1,27.5,56,28,338.8,148,1.5,2,1.5,2,7,12,31,12,"H.532.7","H.532",1
"725",532,8,"H",5,3,2,15,11,5,4,10,7,1.43,23.8,20.1,27.6,77,38.5,462,203.5,1.5,2,2.5,3,9,17,17,11,"H.532.8","H.532",1
"726",532,9,"H",5,3,2,18,12,3,3.5,15,8.5,1.76,23.7,20,27.4,84,42,554.4,222,1,2,2,1.5,6.5,23.5,58,22,"H.532.9","H.532",1
"727",532,10,"H",5,3,2,15,12,3,4,12,8,1.5,23.9,20.2,27.7,84,42,462,222,1,2,1.5,2.5,7,20,43,16,"H.532.10","H.532",1
"728",532,12,"H",5,3,2,6,5,3,3.5,3,1.5,2,24,20.2,27.7,35,17.5,184.8,92.5,1,2,2,1.5,6.5,4.5,16,5,"H.532.12","H.532",1
"729",532,14,"H",5,3,2,17,12,3,3.5,14,8.5,1.65,23.8,20,27.5,84,42,523.6,222,1,1.5,2,2,6.5,22.5,32,22,"H.532.14","H.532",1
"730",532,15,"H",5,3,2,13,10,3,3.5,10,6.5,1.54,23.9,20.1,27.6,70,35,400.4,185,1,2,1.5,2,6.5,16.5,40,16,"H.532.15","H.532",1
"731",532,16,"H",5,3,2,17,12,3,3,14,9,1.56,23.8,20,27.5,84,42,523.6,222,1,1.5,2,1.5,6,23,48,22,"H.532.16","H.532",1
"732",532,18,"H",5,3,2,18,14,3,4,15,10,1.5,23.9,20.1,27.6,98,49,554.4,259,1,2,2,2,7,25,54,24,"H.532.18","H.532",1
"733",532,19,"H",5,3,2,6,4,3,3.5,3,0.5,6,23.7,20,27.4,28,14,184.8,74,1,2,1.5,2,6.5,3.5,12,4,"H.532.19","H.532",1
"734",532,20,"H",5,3,2,6,5,5.5,4,0.5,1,0.5,24,20.2,27.7,35,17.5,184.8,92.5,1,2.5,2.5,3.5,9.5,1.5,1,1,"H.532.20","H.532",1
"735",532,21,"H",5,3,2,12,8,3,4,9,4,2.25,23.7,20,27.4,56,28,369.6,148,1.5,2,1.5,2,7,13,30,13,"H.532.21","H.532",1
"736",532,22,"H",5,3,2,12,9,3.5,4,8.5,5,1.7,23.8,20.1,27.6,63,31.5,369.6,166.5,1.5,2,2,2,7.5,13.5,33,12,"H.532.22","H.532",1
